TranscriptClusterID	Chrom	Start	Stop	TotalProbes	AccessionID	Gene	mRNA	LocusType	logFC	AveExpr	t	P.Value	adj.P.Val	B	FC
TC0100000890.mm.1	chr1	91250311	91288877	155	NM_026454	Ube2f	NM_026454 // Ube2f // ubiquitin-conjugating enzyme E2F (putative)	refseq:NM:protein_coding:CODING	-0.587074999999999	11.2903716666667	-7.92416084555673	0.000413867581965541	0.00718923431573152	0.518268113577401	-1.50219801823516
TC0100000894.mm.1	chr1	91351016	91362416	110	NM_027551	Klhl30	NM_027551 // Klhl30 // kelch-like 30	refseq:NM:protein_coding:CODING	-0.771689999999997	7.12535	-7.24435174416929	0.000640075172823438	0.00875941829272466	0.030299742686366	-1.70726853897004
TC0100000916.mm.1	chr1	92831645	92860198	110	NM_016696	Gpc1	NM_016696 // Gpc1 // glypican 1	refseq:NM:protein_coding:CODING	-0.755586666666661	12.589885	-10.0792949248537	0.000125510974248521	0.00440918650177801	1.83440469577399	-1.68831800103365
TC0100000942.mm.1	chr1	93685694	93695764	60	NM_016778	Bok	NM_016778 // Bok // BCL2-related ovarian killer	refseq:NM:protein_coding:CODING	-0.770229999999998	7.12739	-6.81768893631765	0.000856887426602794	0.00992797213350348	-0.297576450372744	-1.70554166588439
TC0100000999.mm.1	chr1	104768529	104995481	140	NM_011800	Cdh20	NM_011800 // Cdh20 // cadherin 20	refseq:NM:protein_coding:CODING	0.954373333333337	6.409165	10.8679467709814	8.58982237563602e-05	0.00384654294092314	2.24470301653538	1.93773775156382
TC0100001058.mm.1	chr1	118321839	118333831	104	NM_026472	Nifk	NM_026472 // Nifk // nucleolar protein interacting with the FHA domain of MKI67	refseq:NM:protein_coding:CODING	-0.649018333333329	10.8224566666667	-9.29740451457482	0.000187954220921305	0.00502236857986058	1.39279194762469	-1.56810083497719
TC0100001129.mm.1	chr1	128103306	128237735	341	NM_181750	R3hdm1	NM_181750 // R3hdm1 // R3H domain containing 1	refseq:NM:protein_coding:CODING	0.905343333333338	11.0621766666667	9.74507321735507	0.000148619130415471	0.00465720638237326	1.65013849336982	1.87299017703379
TC0100001168.mm.1	chr1	131153181	131187658	301	NM_001136070	Eif2d	NM_001136070 // Eif2d // eukaryotic translation initiation factor 2D	refseq:NM:protein_coding:CODING	-0.669366666666666	8.03374333333333	-11.4953893543894	6.46662494482919e-05	0.0035600456844403	2.5486598312108	-1.59037465056297
TC0100001181.mm.1	chr1	132007605	132032612	210	NM_007923	Elk4	NM_007923 // Elk4 // ELK4, member of ETS oncogene family	refseq:NM:protein_coding:CODING	0.838905000000006	11.189505	7.8161389045893	0.00044258352280365	0.00742773473337612	0.443386633289452	1.78869201613852
TC0100001257.mm.1	chr1	135836334	135852268	147	NM_001130174	Tnnt2	NM_001130174 // Tnnt2 // troponin T2, cardiac	refseq:NM:protein_coding:CODING	-0.60317833333333	7.91935333333333	-9.98173841435995	0.000131786804488066	0.00447345950511244	1.78128820256296	-1.5190594510429
TC0100001271.mm.1	chr1	136467848	136531511	327	NM_001081258	Kif14	NM_001081258 // Kif14 // kinesin family member 14	refseq:NM:protein_coding:CODING	1.153075	8.52860166666667	9.97332504657845	0.00013234521849755	0.00447455280767847	1.77668185733637	2.22387392242465
TC0100001303.mm.1	chr1	139454773	139494090	330	NM_009791	Aspm	NM_009791 // Aspm // asp (abnormal spindle)-like, microcephaly associated (Drosophila)	refseq:NM:protein_coding:CODING	1.523965	9.12766166666667	20.9371531143149	2.96864168509706e-06	0.00179083001222681	5.57513754336687	2.87580329742447
TC0100001356.mm.1	chr1	151571186	151721939	259	NM_022018	Fam129a	NM_022018 // Fam129a // family with sequence similarity 129, member A	refseq:NM:protein_coding:CODING	2.19463000000001	11.1482733333333	10.72737794495	9.17306083691497e-05	0.00393066438212815	2.17396593955336	4.57772246872793
TC0100001379.mm.1	chr1	153653025	153697667	230	NM_026380	Rgs8	NM_026380 // Rgs8 // regulator of G-protein signaling 8	refseq:NM:protein_coding:CODING	1.532145	8.05309833333333	14.5334808595056	1.95461648523498e-05	0.00255678876558192	3.7916999290479	2.89215525442715
TC0100001387.mm.1	chr1	153899926	153909723	116	NM_008131	Glul	NM_008131 // Glul // glutamate-ammonia ligase (glutamine synthetase)	refseq:NM:protein_coding:CODING	-1.335625	11.5274916666667	-12.3087051410472	4.56970342816277e-05	0.00317518647316515	2.91612320267218	-2.52384795467135
TC0100001419.mm.1	chr1	156558786	156649619	220	NM_001136104	Abl2	NM_001136104 // Abl2 // v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	refseq:NM:protein_coding:CODING	-0.786248333333333	9.97656	-9.33623396836592	0.000184091118594777	0.00502236857986058	1.41561096079486	-1.72458391979052
TC0100001459.mm.1	chr1	160906411	160974978	263	NM_001024952	Rc3h1	NM_001024952 // Rc3h1 // RING CCCH (C3H) domains 1	refseq:NM:protein_coding:CODING	0.772158333333341	12.3439716666667	8.14690177040165	0.000361294467207485	0.00683509310965353	0.669675602291227	1.7078228491583
TC0100001541.mm.1	chr1	167001417	167091302	136	NM_001160261	Fam78b	NM_001160261 // Fam78b // family with sequence similarity 78, member B	refseq:NM:protein_coding:CODING	0.951778333333335	9.042455	13.0176111163135	3.43498832071862e-05	0.00297017874645386	3.21433357097323	1.93425544264019
TC0100001554.mm.1	chr1	167598362	167639623	165	NM_001159731	Rxrg	NM_001159731 // Rxrg // retinoid X receptor gamma	refseq:NM:protein_coding:CODING	0.753025000000004	9.82175833333333	10.4866871415577	0.000102843742496115	0.00409600674931824	2.0504846101469	1.68532286317305
TC0100001560.mm.1	chr1	169655501	169695813	70	NM_009063	Rgs5	NM_009063 // Rgs5 // regulator of G-protein signaling 5	refseq:NM:protein_coding:CODING	-1.44091999999999	11.0583916666667	-9.377111448937	0.000180125164894535	0.00499524616603335	1.43952933323917	-2.71493940737819
TC0100001611.mm.1	chr1	172341210	172374085	70	NM_001039484	Kcnj10	NM_001039484 // Kcnj10 // potassium inwardly-rectifying channel, subfamily J, member 10	refseq:NM:protein_coding:CODING	-2.20352333333333	10.3461966666667	-7.97497337374054	0.000401121646428045	0.00710082405691556	0.553159839224252	-4.60602848543244
TC0100001730.mm.1	chr1	181150931	181168994	118	NM_030131	Cnih4	NM_030131 // Cnih4 // cornichon homolog 4 (Drosophila)	refseq:NM:protein_coding:CODING	-0.677623333333335	9.73488333333333	-8.36966134729321	0.000316410335400185	0.00641310972306272	0.817190087461572	-1.59950259530953
TC0100001744.mm.1	chr1	182288019	182303742	117	NR_015458	1700047M11Rik	NR_015458 // 1700047M11Rik // RIKEN cDNA 1700047M11 gene	refseq:NR:ncRNA:NONCODING	1.26628833333334	8.68865166666667	10.7713002205183	8.98592381277213e-05	0.00390968532491442	2.19617614394377	2.40541919067425
TC0100001836.mm.1	chr1	191063012	191084558	80	NM_198654	Nsl1	NM_198654 // Nsl1 // NSL1, MIND kinetochore complex component, homolog (S. cerevisiae)	refseq:NM:protein_coding:CODING	0.931786666666668	7.59052833333333	9.00238970036171	0.000220651589285952	0.00545495798140595	1.21620239526217	1.90763699528758
TC0100001839.mm.1	chr1	191224454	191225866	30	XR_140481	D730003I15Rik	XR_140481 // D730003I15Rik // RIKEN cDNA D730003I15 gene	otherdb:protein_coding:-:CODING	0.589088333333336	7.14515166666667	8.03447655055699	0.000386778752244865	0.00703902219400694	0.593752893747541	1.504295853597
TC0100001882.mm.1	chr1	194938821	194961292	120	NM_001111059	Cd34	NM_001111059 // Cd34 // CD34 antigen	refseq:NM:protein_coding:CODING	-1.29201999999999	11.3251916666667	-17.3875860370316	7.76535792741032e-06	0.00205761727916613	4.69707582555692	-2.44870673084843
TC0100001943.mm.1	chr1	9667415	9700209	240	NM_008651	Mybl1	NM_008651 // Mybl1 // myeloblastosis oncogene-like 1	refseq:NM:protein_coding:CODING	1.09547333333333	9.03085166666667	11.7083901892476	5.8917298212385e-05	0.00340677425732441	2.64767463410518	2.1368317735227
TC0100001952.mm.1	chr1	10024600	10038159	138	NM_001277101	Cops5	NM_001277101 // Cops5 // COP9 (constitutive photomorphogenic) homolog, subunit 5 (Arabidopsis thaliana)	refseq:NM:protein_coding:CODING	-0.986514999999992	10.74114	-7.14090987827301	0.00068605845852672	0.00900726474481387	-0.0475854355433842	-1.98139291704917
TC0100001961.mm.1	chr1	10708387	10865874	5	NR_030645	Mir467e	NR_030645 // Mir467e // microRNA 467e	refseq:NR:ncRNA:NONCODING	1.42351666666667	7.53387	8.95021985538493	0.000227110598549977	0.00549808747384752	1.18436987714684	2.68238564332453
TC0100001969.mm.1	chr1	13139105	13374083	376	NM_001077695	Ncoa2	NM_001077695 // Ncoa2 // nuclear receptor coactivator 2	refseq:NM:protein_coding:CODING	0.781716666666672	9.36246333333333	10.0718503342604	0.000125977245476259	0.00441475755629944	1.8303704541408	1.71917530756657
TC0100002038.mm.1	chr1	20996296	21079229	130	NM_177409	Tram2	NM_177409 // Tram2 // translocating chain-associating membrane protein 2	refseq:NM:protein_coding:CODING	1.035205	11.9810333333333	15.688297522484	1.319518102495e-05	0.00228895440221081	4.18367994848833	2.04940483590946
TC0100002136.mm.1	chr1	33453808	33669794	184	NM_008922	Prim2	NM_008922 // Prim2 // DNA primase, p58 subunit	refseq:NM:protein_coding:CODING	0.876783333333337	10.3004033333333	9.25723766758901	0.000192051541180669	0.00507262174697788	1.36908481562889	1.83627652841459
TC0100002143.mm.1	chr1	33852052	33907816	122	NM_177235	Bend6	NM_177235 // Bend6 // BEN domain containing 6	refseq:NM:protein_coding:CODING	-1.50373333333333	6.65341166666667	-22.4961583762566	2.04479865451753e-06	0.00179083001222681	5.8945629557136	-2.83575586393152
TC0100002283.mm.1	chr1	45857132	45857787	30	XR_140431	Gm5526	XR_140431 // Gm5526 // myosin, light polypeptide 6, alkali, smooth muscle and non-muscle pseudogene	otherdb:protein_coding:-:CODING	-0.898756666666662	14.4135316666667	-11.1323000843639	7.60756249506555e-05	0.00376407466948904	2.3750658380025	-1.86445847594557
TC0100002305.mm.1	chr1	51465862	51478419	184	NM_028696	Nabp1	NM_028696 // Nabp1 // nucleic acid binding protein 1	refseq:NM:protein_coding:CODING	-1.02943833333333	8.45327166666667	-8.9747787405005	0.000224042617283076	0.00547463115134604	1.19937805165395	-2.04122941003099
TC0100002338.mm.1	chr1	53806874	54195168	390	NM_001001883	Hecw2	NM_001001883 // Hecw2 // HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	refseq:NM:protein_coding:CODING	-1.81947833333333	6.44609666666667	-28.6870701513939	5.77078257778319e-07	0.00179083001222681	6.87737050343506	-3.52953550337148
TC0100002356.mm.1	chr1	55170159	55226782	160	NM_028713	Rftn2	NM_028713 // Rftn2 // raftlin family member 2	refseq:NM:protein_coding:CODING	0.778778333333337	10.2926883333333	11.2405071623683	7.2442478876084e-05	0.00370970051464458	2.42744870705951	1.71567743084229
TC0100002442.mm.1	chr1	62958418	63114667	300	NM_001081436	Ino80d	NM_001081436 // Ino80d // INO80 complex subunit D	refseq:NM:protein_coding:CODING	0.680333333333337	9.99887833333333	8.91728306093084	0.000231303379614879	0.00552492495024859	1.16417716863146	1.60250997083131
TC0100002445.mm.1	chr1	63143590	63176822	251	NM_001160038	Ndufs1	NM_001160038 // Ndufs1 // NADH dehydrogenase (ubiquinone) Fe-S protein 1	refseq:NM:protein_coding:CODING	-0.641624999999999	10.6097766666667	-10.6887699329387	9.3413747410777e-05	0.00397122992419257	2.15436147597143	-1.56008539434307
TC0100002461.mm.1	chr1	64029447	64122282	182	NM_033563	Klf7	NM_033563 // Klf7 // Kruppel-like factor 7 (ubiquitous)	refseq:NM:protein_coding:CODING	1.0175	10.762775	14.9667517813538	1.68096551365848e-05	0.0025038026373566	3.94324072642939	2.02440788679831
TC0100002462.mm.1	chr1	64042438	64042501	30	NR_105864	Mir6899	NR_105864 // Mir6899 // microRNA mir-6899	refseq:NR:ncRNA:NONCODING	0.702716666666671	7.29506166666667	7.92626650519671	0.00041333000824542	0.00718558063727192	0.519718207352525	1.62756669815884
TC0100002481.mm.1	chr1	65158616	65186479	124	NM_001111320	Idh1	NM_001111320 // Idh1 // isocitrate dehydrogenase 1 (NADP+), soluble	refseq:NM:protein_coding:CODING	-0.655729999999997	13.037785	-7.61426453948185	0.000502789596677438	0.00788445556435636	0.30081643914052	-1.57541290639367
TC0100002495.mm.1	chr1	66830839	66863309	148	NM_007381	Acadl	NM_007381 // Acadl // acyl-Coenzyme A dehydrogenase, long-chain	refseq:NM:protein_coding:CODING	-1.04068333333333	13.158975	-7.88880138883281	0.000423018989633034	0.00724192707874694	0.493862911589726	-2.05720181740761
TC0100002503.mm.1	chr1	68032186	69108059	339	NM_010154	Erbb4	NM_010154 // Erbb4 // v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	refseq:NM:protein_coding:CODING	-0.970639999999998	5.27863333333333	-15.2981524599466	1.50201718471128e-05	0.00240689999681054	4.0554683935211	-1.95970975744081
TC0100002541.mm.1	chr1	71027498	71103146	160	NM_007525	Bard1	NM_007525 // Bard1 // BRCA1 associated RING domain 1	refseq:NM:protein_coding:CODING	0.670691666666668	7.24142166666667	7.61064887963672	0.000503952754951296	0.007892854075523	0.298231107696969	1.59183595341437
TC0100002544.mm.1	chr1	71585473	71653234	550	NM_001276408	Fn1	NM_001276408 // Fn1 // fibronectin 1	refseq:NM:protein_coding:CODING	-1.72482499999999	17.08463	-13.1510228473622	3.26071711581686e-05	0.00293534363893256	3.26832402959689	-3.30540030074089
TC0100002562.mm.1	chr1	72857932	72874884	155	NM_010518	Igfbp5	NM_010518 // Igfbp5 // insulin-like growth factor binding protein 5	refseq:NM:protein_coding:CODING	-2.00753333333333	13.4284266666667	-15.8989350678002	1.2319672564411e-05	0.00224649033437053	4.25120548465978	-4.02094146256724
TC0100002576.mm.1	chr1	73910231	74124449	389	NM_001289895	Tns1	NM_001289895 // Tns1 // tensin 1	refseq:NM:protein_coding:CODING	0.788891666666673	11.7850816666667	10.0836136951772	0.000125241415419088	0.00440918650177801	1.83674360872741	1.72774663180282
TC0100002582.mm.1	chr1	74279840	74284738	120	NM_001190444	Aamp	NM_001190444 // Aamp // angio-associated migratory protein	refseq:NM:protein_coding:CODING	-0.929799999999993	11.0404566666667	-11.5702303902745	6.25735805141405e-05	0.00351898358301428	2.58368288626219	-1.90501188705796
TC0100002608.mm.1	chr1	75307896	75317637	210	NM_001110831	Dnpep	NM_001110831 // Dnpep // aspartyl aminopeptidase	refseq:NM:protein_coding:CODING	-0.984874999999999	8.43392166666667	-7.62863804552692	0.000498196761036451	0.00787311841447568	0.311082823844384	-1.97914182582935
TC0100002772.mm.1	chr1	88258856	88277633	309	NM_172505	A730008H23Rik	NM_172505 // A730008H23Rik // RIKEN cDNA A730008H23 gene	refseq:NM:protein_coding:CODING	1.47998166666667	10.6642683333333	6.80954426894699	0.000861798536951159	0.00995982116620959	-0.304009102048836	2.78945188496258
TC0100002789.mm.1	chr1	90765923	90843971	479	NM_001243008	Col6a3	NM_001243008 // Col6a3 // collagen, type VI, alpha 3	refseq:NM:protein_coding:CODING	1.15229	14.2709583333333	8.55293753766909	0.000284350978132735	0.00610951695704874	0.935737474135083	2.22266419610066
TC0100002806.mm.1	chr1	91932734	92180341	300	NM_207225	Hdac4	NM_207225 // Hdac4 // histone deacetylase 4	refseq:NM:protein_coding:CODING	1.17330166666667	9.89090666666667	11.2287420757169	7.28273911256001e-05	0.00370970051464458	2.42178028915042	2.2552723510854
TC0100002816.mm.1	chr1	92637145	92641985	81	NM_001163425	Myeov2	NM_001163425 // Myeov2 // myeloma overexpressed 2	refseq:NM:protein_coding:CODING	-1.20892	9.62758166666667	-7.30681378206932	0.000614062670304397	0.00859942382165616	0.0768469065686057	-2.31164522472589
TC0100002832.mm.1	chr1	93308770	93343482	281	NM_080850	Pask	NM_080850 // Pask // PAS domain containing serine/threonine kinase	refseq:NM:protein_coding:CODING	0.608153333333337	6.87750666666667	6.89647490561715	0.000811036925780102	0.00972818874303619	-0.23569475823533	1.52430682897453
TC0100002864.mm.1	chr1	97706043	97770411	420	NM_173760	Ppip5k2	NM_173760 // Ppip5k2 // diphosphoinositol pentakisphosphate kinase 2	refseq:NM:protein_coding:CODING	1.03479	10.385445	15.1662447146312	1.5703955809813e-05	0.00242530865080761	4.01117124192306	2.04881539693009
TC0100002869.mm.1	chr1	98031116	98057883	170	NR_037993	B230216N24Rik	NR_037993 // B230216N24Rik // RIKEN cDNA B230216N24 gene	refseq:NR:ncRNA:NONCODING	1.14990333333334	8.13027833333333	9.72052641019906	0.000150506453394239	0.00468171373495132	1.63634621139405	2.2189902574265
TC0100002945.mm.1	chr1	119415465	119422248	40	NM_008381	Inhbb	NM_008381 // Inhbb // inhibin beta-B	refseq:NM:protein_coding:CODING	-1.09943666666667	8.68600666666667	-10.7784657865308	8.95582433797334e-05	0.0039069611393409	2.19979023646724	-2.14271009145442
TC0100003050.mm.1	chr1	130932656	130940073	70	NM_001009940	Il19	NM_001009940 // Il19 // interleukin 19	refseq:NM:protein_coding:CODING	-1.91162333333333	5.82654166666667	-7.67962263704637	0.000482298684136629	0.0077466531303248	0.347355129604051	-3.76232201432246
TC0100003055.mm.1	chr1	131128441	131138234	30	NM_145508	Dyrk3	NM_145508 // Dyrk3 // dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	refseq:NM:protein_coding:CODING	-1.40461333333333	7.70425833333333	-10.4192171073592	0.000106240040536258	0.00417463807747023	2.01532317181951	-2.64746815945948
TC0100003069.mm.1	chr1	132113547	132139685	200	NM_008795	Cdk18	NM_008795 // Cdk18 // cyclin-dependent kinase 18	refseq:NM:protein_coding:CODING	1.617065	10.5656466666667	8.15845009897517	0.000358790478833089	0.00683509310965353	0.677417709885511	3.06750352127497
TC0100003102.mm.1	chr1	134074865	134079155	40	NM_007570	Btg2	NM_007570 // Btg2 // B cell translocation gene 2, anti-proliferative	refseq:NM:protein_coding:CODING	-0.754031666666663	9.508435	-7.61462179644063	0.000502674838596555	0.00788445556435636	0.301071829597007	-1.68649923818003
TC0100003113.mm.1	chr1	134754658	134955942	468	NM_001081307	Ppp1r12b	NM_001081307 // Ppp1r12b // protein phosphatase 1, regulatory (inhibitor) subunit 12B	refseq:NM:protein_coding:CODING	0.838840000000002	8.07396833333333	9.98733774034613	0.000131416708434446	0.00447345950511244	1.78435159348568	1.78861142921012
TC0100003128.mm.1	chr1	135381615	135430499	519	NM_153774	Ipo9	NM_153774 // Ipo9 // importin 9	refseq:NM:protein_coding:CODING	0.684335000000001	10.5512333333333	8.11984378932651	0.000367242440661825	0.00688832894106405	0.651494535435625	1.60696109347934
TC0100003190.mm.1	chr1	139697635	139781239	161	NM_001029977	Gm4788	NM_001029977 // Gm4788 // predicted gene 4788	refseq:NM:protein_coding:CODING	-2.45992833333333	7.71509333333333	-7.59735597936573	0.000508256381259023	0.0079416505250905	0.288716427904435	-5.50189395617347
TC0100003191.mm.1	chr1	139810292	140018921	280	NM_001025575	Cfhr2	NM_001025575 // Cfhr2 // complement factor H-related 2	refseq:NM:protein_coding:CODING	-2.63214333333333	8.218015	-9.47054003041997	0.000171433445558499	0.00494502919281298	1.49379910907943	-6.19946334055479
TC0100003193.mm.1	chr1	140085855	140183411	260	NM_009888	Cfh	NM_009888 // Cfh // complement component factor h	refseq:NM:protein_coding:CODING	-3.57419833333333	11.78095	-8.97189387461342	0.000224400457879289	0.00547463115134604	1.19761721190313	-11.9107993562889
TC0100003204.mm.1	chr1	143999338	144004161	100	NM_009061	Rgs2	NM_009061 // Rgs2 // regulator of G-protein signaling 2	refseq:NM:protein_coding:CODING	-2.04187833333333	9.08926333333333	-14.1928558041883	2.20742363585717e-05	0.00263212668609609	3.668558238151	-4.11781305194752
TC0100003207.mm.1	chr1	144243972	144249242	140	NM_015811	Rgs1	NM_015811 // Rgs1 // regulator of G-protein signaling 1	refseq:NM:protein_coding:CODING	-1.21007	6.73158	-6.83203851907451	0.000848314478623478	0.0099152667661786	-0.286259411617663	-2.3134886162552
TC0100003241.mm.1	chr1	150562500	150993435	1153	NM_001024720	Hmcn1	NM_001024720 // Hmcn1 // hemicentin 1	refseq:NM:protein_coding:CODING	-2.65515333333333	9.28128666666667	-8.25725193772906	0.000338183002752055	0.00663618173456929	0.743229493280749	-6.29913326503503
TC0100003264.mm.1	chr1	152516759	152766351	339	NM_016846	Rgl1	NM_016846 // Rgl1 // ral guanine nucleotide dissociation stimulator,-like 1	refseq:NM:protein_coding:CODING	0.708306666666672	11.3279533333333	10.4786221745733	0.000103242884708296	0.00409600674931824	2.04629439618421	1.63388525234983
